age,sex,region,income,married,children,car,save_act,current_act,mortgage
0.014925373134328358,1.0,0.3333333333333333,0.09407224129218868,1.0,1.0,1.0,1.0,1.0,0.0
0.26865671641791045,0.0,0.3333333333333333,0.13253250034452663,0.0,0.0,1.0,0.0,1.0,0.0
0.373134328358209,0.0,1.0,0.21368713181192492,1.0,0.0,1.0,1.0,1.0,0.0
0.7164179104477612,0.0,0.6666666666666666,0.32278247618806244,0.0,0.6666666666666666,0.0,0.0,1.0,0.0
0.5522388059701493,1.0,1.0,0.34468486506436713,1.0,0.0,0.0,0.0,1.0,1.0
0.43283582089552236,0.0,0.0,0.34751077536705943,1.0,0.0,1.0,0.0,1.0,0.0
0.7313432835820896,1.0,1.0,0.8031397067326046,0.0,0.6666666666666666,1.0,1.0,0.0,0.0
0.208955223880597,0.0,1.0,0.3573143397523527,1.0,0.0,1.0,0.0,1.0,1.0
0.029850746268656716,1.0,0.0,0.13821916961956343,0.0,0.6666666666666666,1.0,1.0,1.0,1.0
0.6865671641791045,1.0,0.0,0.7548917235993607,1.0,0.6666666666666666,0.0,1.0,1.0,1.0
0.47761194029850745,0.0,0.0,0.13099440678852084,0.0,0.3333333333333333,1.0,1.0,1.0,0.0
0.16417910447761194,1.0,0.0,0.1281859208206545,0.0,0.6666666666666666,0.0,1.0,1.0,1.0
0.5074626865671642,1.0,0.0,0.5470225771858432,0.0,0.6666666666666666,1.0,0.0,1.0,0.0
0.43283582089552236,0.0,0.3333333333333333,0.20359685791722174,1.0,0.6666666666666666,1.0,1.0,0.0,0.0
0.08955223880597014,1.0,1.0,0.14724339102900205,0.0,0.6666666666666666,1.0,1.0,0.0,0.0
0.26865671641791045,1.0,1.0,0.29907429261160684,1.0,0.0,0.0,0.0,0.0,0.0
0.373134328358209,1.0,1.0,0.1781319845842158,1.0,0.3333333333333333,0.0,1.0,1.0,0.0
0.44776119402985076,1.0,0.6666666666666666,0.3925210002835414,0.0,0.3333333333333333,0.0,1.0,1.0,0.0
0.6716417910447762,1.0,1.0,0.8209758894726922,1.0,0.0,0.0,1.0,1.0,1.0
0.5074626865671642,0.0,0.3333333333333333,0.6783070199476954,0.0,1.0,0.0,1.0,0.0,0.0
0.5970149253731343,0.0,0.0,0.3162245901717248,0.0,0.0,0.0,0.0,1.0,0.0
0.14925373134328357,1.0,0.0,0.286878842263833,1.0,0.0,0.0,1.0,1.0,0.0
0.16417910447761194,0.0,0.0,0.16045578891843987,1.0,0.0,0.0,0.0,1.0,0.0
0.23880597014925373,1.0,0.0,0.3218764107771095,0.0,0.3333333333333333,1.0,1.0,1.0,1.0
0.3582089552238806,0.0,0.0,0.31283159697196744,1.0,0.3333333333333333,0.0,1.0,1.0,1.0
0.7014925373134329,0.0,0.0,0.5001542845647322,0.0,0.3333333333333333,1.0,0.0,1.0,0.0
0.43283582089552236,1.0,0.0,0.3486195966741697,1.0,0.6666666666666666,0.0,1.0,1.0,0.0
0.029850746268656716,1.0,0.0,0.10591128479124855,1.0,0.0,0.0,1.0,0.0,0.0
0.04477611940298507,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.3582089552238806,1.0,0.0,0.19603786466360737,1.0,0.0,0.0,1.0,1.0,0.0
0.014925373134328358,1.0,1.0,0.09261493328855808,0.0,0.6666666666666666,0.0,1.0,1.0,0.0
0.34328358208955223,0.0,1.0,0.4732875442934512,0.0,0.0,0.0,1.0,1.0,1.0
0.1791044776119403,1.0,1.0,0.22792439739522033,0.0,0.6666666666666666,0.0,1.0,1.0,0.0
0.19402985074626866,0.0,0.3333333333333333,0.08597626171984521,1.0,0.6666666666666666,0.0,0.0,1.0,0.0
0.1044776119402985,1.0,0.0,0.14336568451499362,1.0,1.0,1.0,1.0,1.0,0.0
0.04477611940298507,1.0,0.0,0.04828948473073858,0.0,0.0,0.0,0.0,1.0,0.0
0.26865671641791045,1.0,0.0,0.4271780022524913,1.0,1.0,1.0,1.0,1.0,1.0
0.5970149253731343,0.0,0.0,0.28802884836235015,1.0,0.6666666666666666,0.0,1.0,0.0,1.0
0.6865671641791045,0.0,0.0,0.7549455806342775,0.0,0.6666666666666666,1.0,1.0,1.0,0.0
0.6119402985074627,0.0,0.3333333333333333,0.48465454672176983,0.0,0.6666666666666666,1.0,0.0,0.0,0.0
0.40298507462686567,0.0,1.0,0.34743790996687796,0.0,0.0,0.0,1.0,1.0,1.0
0.6417910447761194,1.0,0.0,0.7039825693290522,1.0,0.3333333333333333,1.0,1.0,1.0,1.0
0.1791044776119403,0.0,0.0,0.15381394928884956,1.0,0.0,1.0,0.0,1.0,0.0
0.5970149253731343,0.0,1.0,0.4674583122789288,1.0,0.6666666666666666,1.0,1.0,0.0,0.0
0.47761194029850745,0.0,1.0,0.26988536371714916,0.0,1.0,0.0,1.0,1.0,0.0
0.1791044776119403,1.0,0.0,0.3610621557703853,0.0,1.0,0.0,0.0,1.0,0.0
0.16417910447761194,0.0,0.0,0.12002499600032314,1.0,0.3333333333333333,0.0,1.0,1.0,0.0
0.2537313432835821,1.0,0.0,0.18026567358518367,1.0,0.3333333333333333,0.0,1.0,1.0,0.0
0.6567164179104478,1.0,0.0,0.3011541245776579,1.0,0.0,0.0,0.0,1.0,1.0
0.26865671641791045,1.0,0.0,0.4224433352711306,1.0,0.3333333333333333,1.0,1.0,1.0,0.0
0.1044776119402985,0.0,0.0,0.1664941129508745,1.0,0.0,0.0,1.0,1.0,0.0
0.7164179104477612,0.0,1.0,0.2779655029851054,0.0,0.0,1.0,1.0,1.0,1.0
0.1791044776119403,1.0,0.6666666666666666,0.17162161948104,1.0,0.0,1.0,1.0,0.0,1.0
0.5373134328358209,0.0,0.0,0.4131371564435982,1.0,0.6666666666666666,0.0,0.0,1.0,0.0
0.2835820895522388,1.0,1.0,0.31364262055659664,1.0,0.3333333333333333,1.0,0.0,1.0,1.0
0.14925373134328357,0.0,0.0,0.323381239693902,0.0,0.6666666666666666,0.0,1.0,1.0,1.0
0.5223880597014925,0.0,0.3333333333333333,0.4728693602576267,0.0,0.0,0.0,0.0,1.0,0.0
0.6417910447761194,1.0,0.0,0.5950392918750327,1.0,0.6666666666666666,1.0,1.0,1.0,0.0
0.6417910447761194,0.0,0.0,0.5720439219960052,1.0,0.0,1.0,1.0,0.0,0.0
0.0,0.0,0.0,0.07881977060071188,1.0,0.0,0.0,1.0,1.0,0.0
0.05970149253731343,1.0,0.0,0.04648194759710503,1.0,0.3333333333333333,0.0,0.0,0.0,1.0
0.23880597014925373,1.0,1.0,0.40957625601733566,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
0.2537313432835821,0.0,0.0,0.11264975027760132,0.0,0.6666666666666666,0.0,1.0,1.0,0.0
0.0,0.0,0.3333333333333333,0.16370463534827284,1.0,0.0,1.0,0.0,1.0,0.0
0.5373134328358209,1.0,0.0,0.3436346528834899,1.0,0.3333333333333333,0.0,1.0,1.0,1.0
0.13432835820895522,0.0,0.0,0.10439061557006879,1.0,0.6666666666666666,1.0,1.0,1.0,0.0
0.3582089552238806,1.0,0.0,0.1660965213107535,1.0,0.0,1.0,0.0,1.0,1.0
0.373134328358209,1.0,1.0,0.4447052990570267,0.0,0.0,0.0,1.0,1.0,1.0
0.6865671641791045,0.0,0.0,0.46727931683935237,1.0,0.3333333333333333,0.0,1.0,1.0,0.0
0.373134328358209,1.0,1.0,0.43372796811663533,1.0,1.0,1.0,1.0,1.0,0.0
0.4626865671641791,1.0,0.3333333333333333,0.659254301830664,1.0,0.0,1.0,1.0,0.0,0.0
0.07462686567164178,1.0,0.0,0.1271293725180223,1.0,0.0,0.0,0.0,1.0,0.0
0.07462686567164178,1.0,0.0,0.1214585435473728,0.0,0.0,0.0,1.0,1.0,0.0
0.1791044776119403,0.0,0.0,0.3012396622213493,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
0.26865671641791045,1.0,1.0,0.5118998702679071,0.0,0.6666666666666666,0.0,1.0,1.0,0.0
0.23880597014925373,1.0,0.0,0.3218589864422835,1.0,1.0,1.0,0.0,0.0,1.0
0.4925373134328358,0.0,0.0,0.5081568063411906,1.0,0.0,1.0,0.0,1.0,0.0
0.26865671641791045,1.0,1.0,0.4532923280653761,0.0,0.6666666666666666,1.0,1.0,1.0,0.0
0.5671641791044776,1.0,0.0,0.605321233452822,1.0,0.3333333333333333,1.0,1.0,1.0,0.0
0.5373134328358209,0.0,0.0,0.6776892480765911,1.0,0.0,0.0,1.0,1.0,0.0
0.5671641791044776,0.0,1.0,0.26478795376531955,1.0,0.6666666666666666,0.0,1.0,0.0,0.0
0.11940298507462686,1.0,0.0,0.07967498863458161,1.0,1.0,0.0,1.0,1.0,1.0
0.31343283582089554,1.0,1.0,0.19413702813713268,0.0,0.0,1.0,0.0,0.0,0.0
0.6865671641791045,0.0,0.3333333333333333,0.6455049176224971,1.0,1.0,1.0,1.0,1.0,0.0
0.417910447761194,1.0,0.3333333333333333,0.38826629452511563,0.0,0.6666666666666666,0.0,1.0,0.0,1.0
0.6567164179104478,0.0,0.3333333333333333,0.7896326791815632,1.0,0.3333333333333333,1.0,1.0,1.0,0.0
0.26865671641791045,0.0,1.0,0.25003587828943724,1.0,0.3333333333333333,0.0,1.0,0.0,1.0
0.2537313432835821,0.0,0.3333333333333333,0.4437517127329119,0.0,0.3333333333333333,0.0,1.0,1.0,0.0
0.43283582089552236,1.0,0.3333333333333333,0.6338923904761754,0.0,1.0,1.0,1.0,0.0,0.0
0.43283582089552236,1.0,0.0,0.5385163337298691,1.0,0.6666666666666666,0.0,0.0,1.0,0.0
0.2835820895522388,0.0,1.0,0.3206630434610432,1.0,0.0,1.0,1.0,1.0,0.0
0.44776119402985076,0.0,0.0,0.5954321314238374,1.0,0.0,0.0,1.0,1.0,0.0
0.34328358208955223,1.0,1.0,0.1438060449769603,1.0,1.0,1.0,1.0,1.0,0.0
0.13432835820895522,0.0,0.3333333333333333,0.2587686380981497,0.0,0.0,1.0,1.0,1.0,0.0
0.373134328358209,1.0,0.0,0.2888034392468886,0.0,0.6666666666666666,0.0,0.0,1.0,0.0
0.6417910447761194,1.0,0.3333333333333333,0.5796805327411172,1.0,1.0,0.0,1.0,1.0,1.0
0.5074626865671642,0.0,0.6666666666666666,0.18536149950657452,0.0,0.6666666666666666,1.0,1.0,1.0,0.0
0.6865671641791045,0.0,0.6666666666666666,0.49773705411523195,1.0,0.0,1.0,0.0,1.0,0.0
0.7164179104477612,0.0,1.0,0.8631316915385847,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
0.5223880597014925,0.0,1.0,0.4169261572530378,1.0,0.3333333333333333,1.0,1.0,1.0,0.0
0.029850746268656716,0.0,0.0,0.143112239644797,1.0,0.6666666666666666,1.0,0.0,1.0,1.0
0.582089552238806,0.0,0.0,0.5415972729331967,0.0,0.0,0.0,1.0,1.0,0.0
0.7014925373134329,0.0,0.3333333333333333,0.5886208005373031,1.0,0.0,0.0,1.0,1.0,0.0
0.6865671641791045,0.0,0.0,0.795956128692969,0.0,0.3333333333333333,0.0,1.0,1.0,0.0
0.5074626865671642,1.0,0.0,0.5081726466455779,1.0,1.0,0.0,1.0,1.0,0.0
0.43283582089552236,0.0,0.0,0.2815961007506721,1.0,0.0,0.0,0.0,1.0,0.0
0.14925373134328357,0.0,1.0,0.19366973915770766,1.0,0.3333333333333333,1.0,0.0,0.0,1.0
0.6865671641791045,1.0,1.0,0.6963491266448176,1.0,0.0,1.0,1.0,1.0,1.0
0.1044776119402985,1.0,0.0,0.22031946725888288,1.0,0.3333333333333333,0.0,1.0,1.0,0.0
0.5970149253731343,1.0,0.6666666666666666,0.7316635012458399,1.0,0.0,0.0,1.0,0.0,1.0
0.23880597014925373,1.0,1.0,0.24112095498027092,1.0,0.6666666666666666,1.0,0.0,1.0,0.0
0.029850746268656716,0.0,0.0,0.21932628017379982,0.0,0.6666666666666666,0.0,1.0,1.0,0.0
0.6716417910447762,1.0,0.3333333333333333,0.32818401998412805,1.0,0.0,1.0,1.0,0.0,0.0
0.1791044776119403,0.0,0.6666666666666666,0.3679099193570104,1.0,1.0,1.0,1.0,1.0,0.0
0.5223880597014925,1.0,0.3333333333333333,0.36716859311168526,1.0,0.3333333333333333,1.0,1.0,1.0,0.0
0.373134328358209,1.0,1.0,0.4976800290194377,0.0,0.6666666666666666,1.0,0.0,1.0,0.0
0.6716417910447762,1.0,1.0,0.7857518046066774,1.0,0.6666666666666666,0.0,1.0,0.0,1.0
0.22388059701492538,1.0,0.0,0.3127919962109992,1.0,0.3333333333333333,0.0,1.0,1.0,1.0
0.34328358208955223,1.0,0.3333333333333333,0.29054112063817417,0.0,0.6666666666666666,1.0,0.0,0.0,0.0
0.029850746268656716,0.0,0.6666666666666666,0.04957286619219675,1.0,0.6666666666666666,0.0,1.0,1.0,0.0
0.47761194029850745,1.0,1.0,0.3397474421868491,1.0,0.0,1.0,1.0,1.0,0.0
0.08955223880597014,1.0,0.3333333333333333,0.24478164932417343,1.0,0.6666666666666666,1.0,1.0,1.0,0.0
0.6268656716417911,0.0,1.0,0.2612381415521281,1.0,0.0,0.0,0.0,1.0,0.0
0.3880597014925373,0.0,1.0,0.16317240112085996,1.0,0.3333333333333333,0.0,1.0,1.0,0.0
0.07462686567164178,1.0,0.0,0.2195702208613641,1.0,0.6666666666666666,1.0,1.0,1.0,0.0
0.3283582089552239,0.0,0.0,0.12613618543293928,1.0,0.0,0.0,0.0,0.0,0.0
0.4626865671641791,0.0,1.0,0.24860233074238758,0.0,1.0,0.0,0.0,1.0,0.0
0.04477611940298507,0.0,1.0,0.04015786447352373,0.0,0.3333333333333333,1.0,0.0,1.0,0.0
0.3283582089552239,0.0,0.0,0.315060327799259,1.0,0.0,0.0,0.0,0.0,0.0
0.11940298507462686,1.0,0.3333333333333333,0.301878026488157,1.0,0.3333333333333333,0.0,0.0,1.0,1.0
0.029850746268656716,1.0,1.0,0.07248048078491875,0.0,0.3333333333333333,0.0,1.0,1.0,1.0
0.08955223880597014,1.0,0.0,0.056211696163953495,0.0,0.3333333333333333,0.0,0.0,0.0,1.0
0.2835820895522388,0.0,1.0,0.34362831676173494,0.0,0.0,1.0,1.0,1.0,0.0
0.5671641791044776,1.0,0.0,0.45946846274598013,1.0,0.0,0.0,0.0,1.0,0.0
0.5074626865671642,1.0,0.0,0.699531443796224,1.0,0.0,1.0,1.0,1.0,0.0
0.05970149253731343,1.0,0.0,0.2330439837731922,1.0,0.6666666666666666,0.0,0.0,1.0,0.0
0.2537313432835821,1.0,0.0,0.30623094213378405,1.0,1.0,1.0,1.0,1.0,0.0
0.23880597014925373,1.0,0.3333333333333333,0.3482521016123846,1.0,0.3333333333333333,1.0,1.0,1.0,0.0
0.7313432835820896,0.0,1.0,0.5788663410956105,1.0,0.6666666666666666,0.0,1.0,1.0,0.0
0.5970149253731343,0.0,0.0,0.8130208886093956,0.0,0.0,0.0,1.0,1.0,0.0
0.3283582089552239,1.0,1.0,0.515511459668209,1.0,0.0,1.0,1.0,1.0,0.0
0.34328358208955223,0.0,0.0,0.3973554611825421,1.0,0.0,1.0,1.0,1.0,1.0
0.373134328358209,1.0,0.0,0.16221406270542896,1.0,0.0,0.0,0.0,0.0,0.0
0.6716417910447762,1.0,0.0,0.4921881954883645,1.0,0.6666666666666666,0.0,0.0,1.0,0.0
0.05970149253731343,0.0,0.0,0.2002339612958003,1.0,0.3333333333333333,0.0,1.0,1.0,1.0
0.6268656716417911,1.0,0.3333333333333333,0.8180676095871858,0.0,0.0,0.0,1.0,1.0,0.0
0.7014925373134329,0.0,0.0,0.5178558247175278,0.0,0.0,1.0,1.0,1.0,1.0
0.44776119402985076,0.0,0.0,0.2138724633732562,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
0.29850746268656714,0.0,0.0,0.38979488389848904,0.0,0.0,1.0,1.0,0.0,1.0
0.4626865671641791,1.0,0.3333333333333333,0.4380745476405075,1.0,0.3333333333333333,1.0,1.0,1.0,1.0
0.029850746268656716,0.0,0.0,0.21006287016811317,1.0,0.0,0.0,0.0,0.0,1.0
0.44776119402985076,0.0,1.0,0.46563826130482927,1.0,0.3333333333333333,0.0,0.0,1.0,0.0
0.29850746268656714,1.0,0.0,0.47287569637938165,1.0,0.6666666666666666,1.0,0.0,1.0,1.0
0.34328358208955223,0.0,0.0,0.2658381659461968,1.0,0.0,0.0,0.0,1.0,0.0
0.7313432835820896,0.0,0.6666666666666666,0.9205733873382111,1.0,0.6666666666666666,1.0,1.0,1.0,0.0
0.31343283582089554,1.0,0.0,0.15812092805175343,1.0,0.3333333333333333,1.0,1.0,0.0,0.0
0.6865671641791045,0.0,0.3333333333333333,0.6971427258946209,1.0,1.0,0.0,1.0,1.0,0.0
0.34328358208955223,1.0,0.0,0.1779751655707816,1.0,0.0,1.0,0.0,1.0,1.0
0.5522388059701493,1.0,0.6666666666666666,0.49386726775341716,1.0,0.6666666666666666,1.0,0.0,1.0,0.0
0.5074626865671642,1.0,0.0,0.20316283357701007,1.0,0.3333333333333333,0.0,1.0,0.0,1.0
0.1791044776119403,0.0,0.0,0.21840912654977582,0.0,0.0,0.0,0.0,1.0,1.0
0.5074626865671642,1.0,0.0,0.6923177691782526,1.0,0.6666666666666666,1.0,1.0,1.0,0.0
0.11940298507462686,1.0,0.0,0.15161848310077125,0.0,0.6666666666666666,0.0,0.0,1.0,1.0
0.11940298507462686,0.0,0.0,0.250352684377183,1.0,0.0,0.0,1.0,1.0,0.0
0.417910447761194,1.0,1.0,0.33365367708905896,1.0,0.3333333333333333,1.0,1.0,1.0,0.0
0.417910447761194,0.0,1.0,0.5799593220983335,1.0,0.0,0.0,1.0,1.0,1.0
0.5074626865671642,1.0,0.0,0.18949898701253445,1.0,0.0,0.0,0.0,1.0,0.0
0.2835820895522388,1.0,0.0,0.2217419265928614,0.0,1.0,1.0,0.0,1.0,0.0
0.05970149253731343,1.0,0.0,0.12277170478107906,1.0,0.3333333333333333,0.0,1.0,1.0,1.0
0.0,1.0,0.0,0.14849319104515912,0.0,0.0,1.0,0.0,1.0,1.0
0.6716417910447762,1.0,0.0,0.8616316147131083,0.0,0.0,1.0,1.0,1.0,0.0
0.1044776119402985,0.0,0.0,0.1575475090329336,1.0,0.0,0.0,1.0,1.0,1.0
0.7313432835820896,1.0,0.0,0.5489044053470532,1.0,0.0,1.0,1.0,1.0,0.0
0.13432835820895522,1.0,0.0,0.24960660604054172,0.0,0.0,0.0,1.0,0.0,0.0
0.6417910447761194,1.0,0.0,0.3082505809431634,0.0,0.0,1.0,0.0,0.0,0.0
0.5970149253731343,1.0,1.0,0.44526287777145923,1.0,0.3333333333333333,1.0,1.0,1.0,0.0
0.05970149253731343,1.0,0.0,0.14920283668170967,1.0,0.0,1.0,1.0,1.0,0.0
0.14925373134328357,1.0,1.0,0.12927731779293872,0.0,0.3333333333333333,0.0,0.0,1.0,0.0
0.07462686567164178,1.0,0.0,0.07619439855156258,1.0,0.0,0.0,1.0,1.0,0.0
0.13432835820895522,1.0,0.6666666666666666,0.19952589968968845,1.0,0.0,0.0,1.0,1.0,0.0
0.13432835820895522,0.0,0.6666666666666666,0.16065220869284227,1.0,0.0,1.0,0.0,1.0,0.0
0.3283582089552239,0.0,0.0,0.4238848029703739,1.0,1.0,1.0,1.0,1.0,1.0
0.31343283582089554,1.0,1.0,0.4226080744367584,0.0,0.0,1.0,1.0,0.0,0.0
0.2537313432835821,0.0,0.0,0.3735855004189761,1.0,0.0,1.0,1.0,1.0,0.0
0.2835820895522388,0.0,0.0,0.33656670906588143,0.0,0.6666666666666666,1.0,0.0,0.0,0.0
0.43283582089552236,1.0,0.0,0.5878319533788161,1.0,0.6666666666666666,0.0,1.0,1.0,0.0
0.3582089552238806,0.0,0.0,0.5432351604068424,1.0,0.3333333333333333,0.0,1.0,1.0,0.0
0.7313432835820896,0.0,0.0,0.6101018373169059,1.0,0.0,0.0,1.0,1.0,1.0
0.582089552238806,1.0,0.3333333333333333,0.7105990644716229,1.0,1.0,0.0,1.0,1.0,0.0
0.43283582089552236,0.0,0.3333333333333333,0.35514897014261027,0.0,0.0,1.0,1.0,1.0,0.0
0.7313432835820896,1.0,0.0,0.7201064151648738,1.0,0.6666666666666666,1.0,1.0,1.0,0.0
0.5671641791044776,1.0,1.0,0.31481005098993986,0.0,0.0,0.0,1.0,1.0,0.0
0.2835820895522388,1.0,0.3333333333333333,0.36444406075707153,0.0,0.0,1.0,0.0,1.0,1.0
0.13432835820895522,1.0,0.0,0.11508440506192767,0.0,0.0,1.0,0.0,0.0,0.0
0.6119402985074627,0.0,0.0,0.3987826726078369,1.0,0.0,1.0,0.0,1.0,1.0
0.19402985074626866,1.0,0.0,0.37945750125534417,0.0,0.3333333333333333,0.0,0.0,1.0,1.0
0.19402985074626866,1.0,0.6666666666666666,0.143264306566915,1.0,0.0,0.0,0.0,1.0,1.0
0.208955223880597,0.0,1.0,0.4021867540206653,1.0,0.0,1.0,1.0,1.0,0.0
0.582089552238806,0.0,0.3333333333333333,0.5769670885995745,0.0,1.0,0.0,1.0,0.0,0.0
0.4626865671641791,0.0,0.0,0.18528546604551555,0.0,0.3333333333333333,0.0,1.0,1.0,1.0
0.7014925373134329,1.0,1.0,0.7483227493699519,0.0,0.6666666666666666,1.0,1.0,1.0,0.0
0.05970149253731343,0.0,0.0,0.20359052179546686,1.0,0.6666666666666666,0.0,1.0,1.0,1.0
0.11940298507462686,0.0,0.3333333333333333,0.20676808685555703,1.0,0.6666666666666666,0.0,1.0,0.0,0.0
0.07462686567164178,1.0,0.0,0.12370469870949041,1.0,0.0,1.0,1.0,1.0,0.0
0.11940298507462686,0.0,0.3333333333333333,0.09955773870150687,1.0,0.6666666666666666,1.0,0.0,0.0,0.0
0.6119402985074627,0.0,0.0,0.8081230664928457,0.0,0.0,1.0,1.0,1.0,0.0
0.7313432835820896,1.0,0.0,0.4791579610993805,1.0,0.3333333333333333,1.0,1.0,1.0,0.0
0.23880597014925373,0.0,0.0,0.23687416937403868,1.0,0.0,1.0,1.0,1.0,0.0
0.47761194029850745,1.0,0.3333333333333333,0.36133777706672415,1.0,0.6666666666666666,1.0,1.0,0.0,0.0
0.417910447761194,1.0,0.6666666666666666,0.5189234612332311,0.0,0.0,1.0,1.0,1.0,1.0
0.07462686567164178,0.0,0.0,0.041058702584028856,0.0,1.0,1.0,0.0,0.0,0.0
0.11940298507462686,1.0,0.3333333333333333,0.2593087924777563,1.0,0.0,0.0,0.0,1.0,0.0
0.3283582089552239,1.0,1.0,0.24287606070638254,1.0,1.0,0.0,1.0,1.0,0.0
0.26865671641791045,1.0,1.0,0.2584835126191785,1.0,1.0,1.0,0.0,1.0,0.0
0.7014925373134329,1.0,0.0,0.8341106698706322,0.0,0.0,0.0,1.0,1.0,1.0
0.40298507462686567,0.0,1.0,0.4917399148742043,1.0,0.3333333333333333,1.0,1.0,1.0,1.0
0.07462686567164178,1.0,0.0,0.14693925718476608,1.0,0.6666666666666666,0.0,0.0,1.0,1.0
0.3582089552238806,0.0,1.0,0.20384396666566348,1.0,0.3333333333333333,0.0,0.0,0.0,0.0
0.04477611940298507,0.0,0.3333333333333333,0.08894156670114574,0.0,1.0,0.0,1.0,1.0,1.0
0.6567164179104478,0.0,0.0,0.30490352462612924,0.0,0.0,1.0,0.0,1.0,0.0
0.4626865671641791,0.0,0.6666666666666666,0.3339720672072435,0.0,0.6666666666666666,0.0,1.0,1.0,0.0
0.14925373134328357,0.0,1.0,0.2907771411735448,1.0,0.6666666666666666,0.0,0.0,1.0,1.0
0.29850746268656714,0.0,1.0,0.2610702343256228,0.0,1.0,0.0,0.0,1.0,1.0
0.26865671641791045,1.0,1.0,0.11330078678791891,0.0,0.0,0.0,0.0,0.0,0.0
0.05970149253731343,1.0,0.6666666666666666,0.19271298477271542,1.0,0.0,0.0,1.0,1.0,0.0
