Registration State,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Vehicle Expiration Date,Violation Location,Issuer Code,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Date First Observed,Law Section,Violation Legal Code,Days Parking In Effect,From Hours In Effect,To Hours In Effect,Unregistered Vehicle?,Vehicle Year,Feet From Curb,Vehicle Color,Issuing Agency
NY,2016-08-16,20,SUBN,GMC,2018.49,32.0,354084.0,15.7,,NYC,F,2284,'Adam Clayton Powell',,SEC-408,,YYYYYYY,,,,2007.0,0,Gray-Silver,T
NY,2016-10-12,38,SUBN,NISSA,2017.46,90.0,362225.0,9.97,,KG,F,114,'Lee Ave',,SEC-408,,YYYYY,8.0,16.0,,2005.0,0,Gray-Silver,T
NY,2017-03-03,21,SUBN,BMW,2019.0,70.0,363502.0,11.65,,KG,F,1151,'E 10th St',,SEC-408,,Y,11.5,13.0,,2017.0,0,Gray-Silver,T
NY,2014-11-20,38,SDN,HONDA,,69.0,354170.0,9.3,,KG,I,,'Other-See Comments',,SEC-408,,Y,8.0,22.0,,2010.0,0,Gray-Silver,T
NY,2017-02-21,14,SUBN,FORD,2019.25,66.0,355667.0,10.05,,KG,F,1368,'38th St',,SEC-408,,YYYYY,8.0,18.0,,2007.0,0,Gray-Silver,T
NY,2015-06-10,14,DELV,FRUEH,2015.5,84.0,361877.0,13.65,,KG,F,22,'Dekalb Ave',,SEC-408,,YYYYYYY,,,,2008.0,0,Gray-Silver,T
NY,2017-03-17,46,SUBN,FORD,2019.08,78.0,361066.0,16.57,,KG,F,456,'5th Ave',,SEC-408,,,,,,1999.0,0,Gray-Silver,T
NY,2016-09-21,14,PICK,NISSA,2017.83,48.0,340075.0,8.12,,BX,I,E,'Longfellow Ave',,SEC-408,,YYYYYYY,,,,2011.0,0,Gray-Silver,T
NY,2015-06-20,21,SUBN,HONDA,2016.09,52.0,357753.0,7.72,,BX,O,30,'W Kingsbridge Rd',,SEC-408,,Y,7.5,8.0,,,0,Gray-Silver,T
NY,2017-04-18,14,SUBN,HYUND,2018.34,83.0,364924.0,17.57,,KG,O,363,'Knickerbocker Ave',,SEC-408,,YYYYYYY,,,,2003.0,0,Gray-Silver,T
NY,2014-07-28,50,DELV,MITSU,2016.34,108.0,356965.0,12.87,,QN,I,S,'43rd Ave',,SEC-408,,,,,,1997.0,0,Gray-Silver,T
NY,2015-03-07,37,SUBN,HONDA,2015.75,20.0,361347.0,17.95,16.48,NYC,O,215,'W 84th St',,SEC-408,,Y,9.0,19.0,,2007.0,0,Gray-Silver,T
NY,2014-10-07,21,SUBN,HONDA,,40.0,352973.0,11.73,,BX,F,199,'Lincoln Ave',,SEC-408,,'Y  Y',11.5,13.0,,2005.0,0,Gray-Silver,T
MN,2015-03-23,31,SDN,HYUND,2015.18,14.0,341966.0,16.35,,NYC,F,20,'Park Ave',,SEC-408,,YYYYY,8.0,18.0,,,0,Gray-Silver,T
NY,2016-12-21,38,SUBN,TOYOT,2017.29,17.0,363515.0,9.88,,NYC,F,251,'E 32nd St',,SEC-408,,Y,7.0,21.0,,2014.0,0,Gray-Silver,T
NY,2016-12-28,20,SDN,TOYOT,2018.65,103.0,358887.0,13.7,,QN,O,90-21,'160th St',,SEC-408,,YYYYYYY,,,,2002.0,0,Gray-Silver,T
NY,2015-02-19,37,SDN,MAZDA,2016.25,6.0,358235.0,21.02,20.42,NYC,F,31,'Jones St',,SEC-408,,Y,8.0,22.0,,2014.0,0,Gray-Silver,T
NY,2016-12-22,21,SDN,TOYOT,2018.81,45.0,355086.0,9.03,,BX,O,100,'Co Op City Blvd',,SEC-408,,Y,8.5,10.0,,2007.0,0,Gray-Silver,T
NY,2017-01-11,24,SDN,HYUND,2018.89,75.0,346199.0,9.48,,KG,O,496,'Crescent St',,SEC-408,,YYYYYYY,7.0,16.0,,2015.0,0,Gray-Silver,T
NY,2016-09-08,40,SUBN,MITSU,2017.52,41.0,330450.0,21.82,,BX,F,527,'E 137th St',,SEC-408,,YYYYYYY,,,,2006.0,5,Gray-Silver,T
PA,2015-03-10,16,VAN,FORD,,19.0,345555.0,10.1,,NYC,I,N,'E 61st St',,SEC-408,,Y,8.0,19.0,,,0,Gray-Silver,T
NJ,2014-09-29,37,SDN,TOYOT,,108.0,361070.0,13.12,13.0,QN,O,43-47,'44th St',,SEC-408,,Y,9.0,19.0,,,0,Gray-Silver,T
NY,2017-03-21,38,SDN,LEXUS,2018.74,49.0,365363.0,14.22,,BX,F,1009,'Allerton Ave',,SEC-408,,Y,8.5,19.0,,2014.0,0,Gray-Silver,T
NY,2016-10-06,21,SDN,HONDA,2017.24,114.0,361028.0,12.3,,QN,I,W,'35th St',,SEC-408,,'Y  Y',11.5,13.0,,2010.0,0,Gray-Silver,T
NY,2016-12-07,38,SDN,FORD,2016.97,48.0,363990.0,13.43,,BX,F,732,'E Tremont Ave',,SEC-408,,Y,8.5,19.0,,2012.0,0,Gray-Silver,T
NY,2016-12-10,20,SDN,HONDA,2017.4,103.0,363071.0,17.37,,QN,F,90-40,'160th St',,SEC-408,,YYYYYYY,,,,2004.0,0,Gray-Silver,T
NY,2014-07-31,38,SDN,TOYOT,,66.0,357799.0,13.23,,KG,F,5717,'18th Ave',,SEC-408,,YYYYY,9.0,19.0,,2014.0,0,Gray-Silver,T
NJ,2015-03-10,20,SDN,HONDA,,63.0,333042.0,14.78,,KG,O,2779,'Strickland Ave',,SEC-408,,YYYYYYY,,,,,0,Gray-Silver,T
NY,2015-01-11,20,SUBN,Others,2016.17,115.0,361798.0,14.77,,QN,I,W,'83rd St',,SEC-408,,YYYYYYY,,,,2007.0,0,Gray-Silver,T
NY,2014-11-06,71,SDN,VOLKS,,78.0,357320.0,15.13,,KG,F,329,'8th St',,SEC-408,,YYYYYYY,,,,2010.0,0,Gray-Silver,T
NY,2017-05-31,9,SUBN,JEEP,2017.51,52.0,364848.0,15.95,,BX,X,,'E Fordham Rd',,SEC-408,,YYYYYYY,,,,2015.0,0,Gray-Silver,T
PA,2016-09-17,37,SUBN,CHEVR,,109.0,361328.0,15.63,14.0,QN,F,35-27,'Farrington St',2016-09-17,SEC-408,,Y,8.5,19.0,,,0,Gray-Silver,T
NY,2014-07-29,38,SDN,CHEVR,,62.0,357335.0,17.08,,KG,F,6110,'18th Ave',,SEC-408,,Y,8.5,19.0,,2007.0,0,Gray-Silver,T
NY,2017-06-06,14,SUBN,CHEVR,2018.03,75.0,357368.0,15.65,,KG,O,3354,'Fulton St',,SEC-408,,YYYYYYY,,,,2011.0,0,Gray-Silver,T
NY,2015-04-14,46,SDN,Others,2016.25,114.0,356555.0,23.13,,QN,F,2128,'34th St',,SEC-408,,,,,,2011.0,0,Gray-Silver,T
NJ,2015-03-29,14,SDN,HONDA,,9.0,361271.0,2.98,,NYC,F,121,'E 12th St',,SEC-408,,'Y    YY',,6.0,,,0,Gray-Silver,T
NY,2017-01-25,19,SUBN,TOYOT,2017.31,30.0,351239.0,12.05,,NYC,F,3577,Broadway,,SEC-408,,YYYYYYY,,,,2013.0,0,Gray-Silver,T
FL,2015-06-26,38,SUBN,NISSA,,45.0,362207.0,16.62,,BX,F,1815,'Edison Ave',,SEC-408,,Y,8.0,19.0,,,0,Gray-Silver,T
NY,2016-10-25,16,SDN,TOYOT,2018.05,109.0,341921.0,7.58,,QN,I,S,'Blossom Ave',,SEC-408,,Y,7.0,17.0,,2013.0,0,Gray-Silver,T
NY,2014-09-27,14,SDN,HONDA,2016.17,9.0,331733.0,1.12,,NYC,F,831,Broadway,,SEC-408,,YYYYYYY,1.0,7.0,,2008.0,0,Gray-Silver,T
NY,2014-07-14,21,SUBN,TOYOT,2016.17,110.0,356236.0,7.77,,QN,F,37-68,'91st St',,SEC-408,,'YY YY',7.5,8.0,,2008.0,0,Gray-Silver,T
NY,2014-08-01,75,SDN,TOYOT,2016.09,102.0,345475.0,6.62,,QN,F,102-41,'90th Ave',,SEC-408,,,,,,1980.0,0,Gray-Silver,T
NY,2017-04-05,14,SDN,TOYOT,2018.85,73.0,346199.0,7.13,,KG,F,2001,'Eastern Pky',,SEC-408,,YYYYY,7.0,10.0,,2017.0,0,Gray-Silver,T
NY,2017-01-21,14,SDN,AUDI,2018.22,67.0,356170.0,5.72,,KG,I,W,'E 93rd St',,SEC-408,,YYYYYYY,,,,2008.0,0,Gray-Silver,T
NY,2015-04-15,70,SUBN,DODGE,2015.17,28.0,361806.0,11.97,,NYC,O,272,'W 127th St',,SEC-408,,YYYYYYY,,,,2012.0,0,Gray-Silver,T
NY,2015-06-09,74,SDN,INFIN,2017.42,103.0,361269.0,12.33,,QN,O,89-63,'164th St',,SEC-408,,,,,,2015.0,0,Gray-Silver,T
NY,2015-02-04,37,SDN,NISSA,2015.34,84.0,355161.0,15.4,15.3,KG,F,138,'Atlantic Ave',,SEC-408,,Y,7.5,19.0,,2008.0,0,Gray-Silver,T
VA,2015-01-24,20,SDN,INFIN,2015.18,17.0,356349.0,10.2,,NYC,F,251,'E 33rd St',,SEC-408,,Y,8.0,18.0,,,0,Gray-Silver,T
NY,2014-10-30,71,SDN,Others,2015.67,6.0,358863.0,20.42,,NYC,O,34,'Little West 12th St',,SEC-408,,YYYYYYY,,,,2013.0,0,Gray-Silver,T
NY,2015-06-26,37,SDN,HONDA,2015.5,78.0,361784.0,12.92,12.8,KG,F,425,'5th Ave',,SEC-408,,Y,8.0,19.0,,2015.0,0,Gray-Silver,T
SC,2015-01-07,21,SUBN,DODGE,2014.77,84.0,357064.0,11.63,,KG,F,168,'Clinton St',,SEC-408,,Y,11.5,13.0,,,0,Gray-Silver,T
NY,2015-04-02,20,SDN,INFIN,,52.0,361267.0,13.45,,BX,I,S,'W Mosholu Pky',,SEC-408,,YYYYYYY,,,,2004.0,0,Gray-Silver,T
NY,2014-12-28,71,SDN,TOYOT,,110.0,361847.0,11.68,,QN,F,108-69,'49th Ave',,SEC-408,,YYYYYYY,,,,2008.0,0,Gray-Silver,T
NY,2015-04-20,21,SUBN,HONDA,2015.92,66.0,347654.0,10.72,,KG,O,1576,'48th St',,SEC-408,,Y,9.5,11.0,,2008.0,0,Gray-Silver,T
NY,2015-03-17,21,SDN,NISSA,2016.0,19.0,361086.0,9.45,,NYC,O,120,'E 85th St',,SEC-408,,'Y  Y',9.0,10.5,,2003.0,0,Gray-Silver,T
NY,2014-06-30,71,SDN,INFIN,2015.92,120.0,353427.0,9.17,,RC,F,220,'Prospect Pl',,SEC-408,,,,,,2003.0,0,Gray-Silver,T
NY,2015-02-19,46,PICK,FORD,2016.09,10.0,361319.0,13.53,12.0,NYC,F,410,'W 24th St',,SEC-408,,,,,,2013.0,0,Gray-Silver,T
NY,2016-09-28,14,SUBN,TOYOT,2017.45,50.0,361794.0,17.2,,BX,I,W,Broadway,,SEC-408,,YYYYYYY,,,,2009.0,0,Gray-Silver,T
MA,2015-05-14,24,SUBN,SUBAR,2015.52,114.0,358134.0,9.38,,QN,O,30-13,'30th St',,SEC-408,,YYYYYYY,,,,,0,Gray-Silver,T
NY,2016-07-13,70,SDN,VOLKS,2016.51,104.0,363063.0,15.93,,QN,F,863,'Onderdonk Ave',,SEC-408,,,,,,2015.0,0,Gray-Silver,T
NY,2015-01-31,38,SUBN,LEXUS,2016.33,19.0,356300.0,13.45,,NYC,I,W,'3rd Ave',,SEC-408,,Y,8.0,19.0,,2013.0,0,Gray-Silver,T
NY,2016-07-15,37,SDN,ACURA,2018.46,112.0,362583.0,21.62,21.23,QN,F,107-15,'71st Ave',2016-07-15,SEC-408,,YYYYY,19.0,22.0,,2016.0,0,Gray-Silver,T
NJ,2015-04-08,67,SDN,BMW,,23.0,355325.0,11.05,,NYC,I,N,'E 110th St',,SEC-408,,,,,,,0,Gray-Silver,T
NY,2017-04-21,70,SDN,HONDA,2017.17,19.0,362238.0,12.5,,NYC,F,1598,'3rd Ave',,SEC-408,,YYYYYYY,,,,2017.0,0,Gray-Silver,T
NY,2017-04-28,21,SUBN,NISSA,2019.05,77.0,355161.0,11.92,,KG,F,566,'Sterling Pl',,SEC-408,,'Y  Y',11.5,13.0,,2015.0,0,Gray-Silver,T
NJ,2017-03-15,40,DELV,INTER,,14.0,358130.0,11.83,,NYC,F,6,'E 43rd St',,SEC-408,,YYYYYYY,,,,,0,Gray-Silver,T
PA,2017-03-04,14,SUBN,HYUND,,34.0,363498.0,16.82,,NYC,I,N,'W 126th St',,SEC-408,,YYYYYYY,,,,,0,Gray-Silver,T
NY,2017-01-29,71,SDN,CHEVR,2018.13,81.0,355553.0,1.75,,KG,F,359,'Bainbridge St',,SEC-408,,YYYYYYY,,,,2012.0,0,Gray-Silver,T
NY,2016-11-08,46,SDN,HYUND,2018.7,114.0,356499.0,13.12,,QN,F,29-11,Broadway,,SEC-408,,,,,,2011.0,0,Gray-Silver,T
VA,2015-04-14,21,SDN,LINCO,2009.69,77.0,351966.0,9.05,,KG,F,131,'Kingston Ave',,SEC-408,,'Y  Y',8.5,10.0,,,0,Gray-Silver,T
PA,2017-02-17,21,SDN,BMW,,81.0,345440.0,9.77,,KG,F,266,'Macdougal St',,SEC-408,,'Y  Y',9.0,10.5,,,0,Gray-Silver,T
NY,2015-01-02,14,SUBN,LEXUS,2015.42,1.0,351949.0,13.92,,NYC,I,N,'Platt St',,SEC-408,,YYYYYYY,,,,2012.0,0,Gray-Silver,T
NY,2016-07-23,46,SUBN,GMC,2016.54,46.0,355281.0,22.53,,BX,F,1615,'University Ave',,SEC-408,,,,,,2004.0,0,Gray-Silver,T
NY,2017-01-13,38,SUBN,LEXUS,2018.79,71.0,363545.0,14.35,,KG,O,311,'Kingston Ave',,SEC-408,,YYYYY,9.0,19.0,,2015.0,0,Gray-Silver,T
NY,2015-05-13,38,SUBN,HONDA,2015.5,20.0,357714.0,9.12,,NYC,F,506,'Amsterdam Ave',,SEC-408,,Y,9.0,19.0,,,0,Gray-Silver,T
NY,2016-12-21,19,SDN,HONDA,2017.2,45.0,355556.0,1.62,,BX,O,100,'Asch Loop',,SEC-408,,YYYYYYY,,,,2008.0,0,Gray-Silver,T
VT,2016-09-01,50,SDN,TOYOT,,88.0,357082.0,13.83,,KG,I,E,'Ashland Pl',,SEC-408,,,,,,,0,Gray-Silver,T
NY,2015-04-24,38,SUBN,HONDA,2016.17,111.0,361025.0,18.13,,QN,O,213-35,'40th Ave',,SEC-408,,Y,9.0,19.0,,1998.0,0,Gray-Silver,T
NY,2014-07-22,21,SDN,HONDA,2014.58,75.0,350428.0,8.93,,KG,O,768,'Logan St',,SEC-408,,'Y  Y',8.0,9.5,,2001.0,0,Gray-Silver,T
NY,2017-03-07,21,SDN,LEXUS,2017.66,90.0,331121.0,12.5,,KG,F,168,'Wilson St',,SEC-408,,'Y  Y',11.5,13.0,,2014.0,0,Gray-Silver,T
NY,2015-04-07,70,SDN,NISSA,,113.0,357055.0,14.63,,QN,O,11156,'145th St',,SEC-408,,YYYYYYY,,,,2004.0,0,Gray-Silver,T
NY,2014-08-11,21,SDN,NISSA,2016.33,70.0,332960.0,8.9,,KG,I,W,'E 21st St',,SEC-408,,'Y  Y',8.5,10.0,,2003.0,0,Gray-Silver,T
NY,2014-10-29,16,VAN,DODGE,2016.5,10.0,359589.0,12.2,11.5,NYC,O,510,'W 25th St',,SEC-408,,YYYYY,8.0,18.0,,2014.0,0,Gray-Silver,T
NY,2014-07-30,20,SDN,TOYOT,2016.34,28.0,354084.0,18.17,,NYC,F,338,'Lenox Ave',,SEC-408,,YYYYYYY,,,,2006.0,0,Gray-Silver,T
NY,2014-08-27,38,SUBN,LEXUS,,62.0,351343.0,16.55,,KG,F,1432,'W 8th St',,SEC-408,,Y,9.0,19.0,,2008.0,0,Gray-Silver,T
NY,2014-07-03,46,SUBN,NISSA,,75.0,351966.0,8.63,,KG,F,520,'Riverdale Ave',,SEC-408,,,,,,2010.0,0,Gray-Silver,T
NY,2014-09-06,70,SUBN,FORD,2014.58,72.0,358575.0,7.55,,KG,F,571,'17th St',,SEC-408,,YYYYYYY,,,,2013.0,0,Gray-Silver,T
NY,2015-04-12,14,SUBN,FORD,,13.0,345454.0,1.38,,NYC,O,36,'W 28th St',,SEC-408,,YYYYYYY,,,,2013.0,0,Gray-Silver,T
IL,2014-12-26,21,SUBN,FORD,2015.18,115.0,356480.0,9.23,,QN,O,40-14,'78th St',,SEC-408,,Y,8.5,10.0,,,0,Gray-Silver,T
NY,2017-06-02,21,SUBN,FORD,2018.44,6.0,363572.0,9.97,,NYC,F,138,'W 13th St',,SEC-408,,'Y  Y',9.0,10.5,,2002.0,0,Gray-Silver,T
NY,2015-05-02,70,SDN,AUDI,,44.0,361317.0,12.17,,BX,F,886,'Gerard Ave',,SEC-408,,YYYYYYY,,,,2002.0,0,Gray-Silver,T
NY,2017-01-13,21,SDN,NISSA,2017.91,61.0,347615.0,8.73,,KG,F,2865,'Ocean Ave',,SEC-408,,Y,8.5,10.0,,2017.0,0,Gray-Silver,T
FL,2017-06-26,38,SUBN,BMW,,61.0,365322.0,10.3,,KG,O,1220,'Kings Hwy',,SEC-408,,Y,8.0,19.0,,,0,Gray-Silver,T
NY,2014-11-18,37,SDN,VOLKS,2015.16,61.0,361094.0,16.47,16.17,KG,F,2010,'Coney Island Ave',,SEC-408,,Y,9.0,19.0,,2012.0,0,Gray-Silver,T
NJ,2017-05-15,38,SDN,LINCO,,70.0,362530.0,13.97,,KG,F,1436,'Coney Island Ave',,SEC-408,,YYYYY,8.0,19.0,,,0,Gray-Silver,T
PA,2015-04-20,21,SUBN,NISSA,2014.94,61.0,355542.0,8.7,,KG,I,W,'E 13th St',,SEC-408,,Y,8.5,10.0,,,0,Gray-Silver,T
NY,2016-08-14,20,SDN,LEXUS,2017.42,108.0,363985.0,11.38,,QN,I,E,'Center Blvd',,SEC-408,,YYYYYYY,,,,2004.0,0,Gray-Silver,T
NY,2014-07-05,38,SUBN,FORD,2015.58,1.0,358600.0,12.85,,NYC,O,89,'Murray St',,SEC-408,,Y,8.0,19.0,,2011.0,0,Gray-Silver,T
NY,2017-05-07,40,SDN,DODGE,2017.89,19.0,356262.0,10.13,,NYC,F,225,'E 86th St',,SEC-408,,YYYYYYY,,,,2003.0,0,Gray-Silver,T
NY,2017-02-02,21,SUBN,JEEP,2018.96,62.0,363545.0,9.78,,KG,F,201,'Avenue S',,SEC-408,,Y,9.5,11.0,,2011.0,0,Gray-Silver,T
NY,2014-11-22,21,SDN,HYUND,2016.75,52.0,358632.0,7.7,,BX,I,N,'Jerome Ave',,SEC-408,,Y,7.5,8.0,,2013.0,0,Gray-Silver,T
MA,2014-07-29,38,SDN,CHRYS,,13.0,353094.0,8.72,,NYC,F,213,'7th Ave',,SEC-408,,Y,8.5,19.0,,,0,Gray-Silver,T
NY,2015-06-04,46,SUBN,TOYOT,2017.25,90.0,330839.0,6.9,,KG,F,5,'Middleton St',,SEC-408,,,,,,2013.0,0,Gray-Silver,T
NY,2014-08-12,21,SUBN,SUBAR,,90.0,358114.0,9.57,,KG,O,109,'S 4th St',,SEC-408,,'Y  Y',9.0,10.5,,2012.0,0,Gray-Silver,T
NY,2016-12-15,38,SDN,TOYOT,2017.05,107.0,363567.0,13.97,,QN,F,138-38A,'84th Dr',,SEC-408,,Y,8.0,19.0,,2010.0,0,Gray-Silver,T
NY,2014-07-18,21,SDN,VOLKS,,20.0,359611.0,11.38,,NYC,I,W,'Riverside Dr',,SEC-408,,'Y  Y',11.0,,,2010.0,0,Gray-Silver,T
NY,2014-11-12,21,SUBN,TOYOT,2014.83,66.0,354174.0,9.42,,KG,F,1003,'38th St',,SEC-408,,Y,8.5,10.0,,2014.0,0,Gray-Silver,T
TX,2014-10-05,40,SDN,NISSA,,17.0,359587.0,12.3,,NYC,F,575,'Lexington Ave',,SEC-408,,YYYYYYY,,,,,10,Gray-Silver,T
NY,2014-08-15,71,SDN,Others,2015.5,121.0,359289.0,14.35,,RC,F,1499,'Forest Ave',,SEC-408,,YYYYYYY,,,,2007.0,0,Gray-Silver,T
PA,2016-09-10,14,SUBN,TOYOT,,14.0,356521.0,1.18,,NYC,O,3,'W 31st St',,SEC-408,,YYYYYYY,,,,,0,Gray-Silver,T
NY,2014-10-07,71,SDN,NISSA,2016.42,122.0,330659.0,11.15,,RC,F,193,'New Dorp Ln',,SEC-408,,YYYYYYY,,,,2013.0,0,Gray-Silver,T
NY,2015-04-02,37,SUBN,TOYOT,2016.42,78.0,356182.0,10.57,10.43,KG,F,452,'5th Ave',,SEC-408,,Y,8.5,19.0,,2005.0,0,Gray-Silver,T
FL,2016-07-23,20,SUBN,Others,,71.0,343712.0,7.77,,KG,I,E,'Rochester Ave',,SEC-408,,Y,7.0,10.0,,,0,Gray-Silver,T
NY,2014-09-12,21,SDN,HONDA,2015.58,63.0,352956.0,11.58,,KG,F,2918,'Avenue M',,SEC-408,,Y,11.0,,,2013.0,0,Gray-Silver,T
NY,2016-09-11,70,SDN,BMW,2016.62,19.0,355677.0,14.15,,NYC,O,851,'Lexington Ave',,SEC-408,,YYYYYYY,,,,2006.0,0,Gray-Silver,T
NY,2014-09-12,14,SUBN,FORD,2014.67,10.0,331217.0,22.1,,NYC,F,502,'W 27th St',,SEC-408,,YYYYYYY,22.0,6.0,,1999.0,0,Gray-Silver,T
NY,2017-05-26,20,SUBN,NISSA,2018.24,114.0,345381.0,9.4,,QN,F,43-11,'23rd Ave',,SEC-408,,YYYYY,6.0,16.0,,,0,Gray-Silver,T
PA,2014-12-30,40,SDN,HYUND,,84.0,331637.0,6.63,,KG,F,299,'Henry St',,SEC-408,,YYYYYYY,,,,,5,Gray-Silver,T
NY,2016-10-05,21,SDN,MAZDA,2018.12,70.0,331331.0,9.8,,KG,F,501,'E 16th St',,SEC-408,,Y,9.5,11.0,,,0,Gray-Silver,T
NJ,2017-05-06,37,SDN,VOLKS,,1.0,357360.0,13.88,13.38,NYC,F,178,'Church St',,SEC-408,,Y,9.0,19.0,,,0,Gray-Silver,T
NY,2015-01-03,40,SUBN,CHEVR,2015.67,109.0,345105.0,5.93,,QN,O,133-01,'Sanford Ave',,SEC-408,,YYYYYYY,,,,2015.0,4,Gray-Silver,T
NY,2014-08-21,21,SDN,NISSA,,25.0,355229.0,8.87,,NYC,O,2011,'Lexington Ave',,SEC-408,,'Y  Y',8.0,9.5,,2001.0,0,Gray-Silver,T
NY,2017-03-07,46,SUBN,NISSA,2018.52,112.0,363493.0,18.35,,QN,F,6584,'Austin St',,SEC-408,,,,,,2005.0,0,Gray-Silver,T
NY,2014-08-17,50,SDN,NISSA,2015.67,44.0,354094.0,6.98,,BX,I,S,'W 174th St',,SEC-408,,,,,,2010.0,0,Gray-Silver,T
NJ,2014-10-10,38,SDN,Others,,68.0,358670.0,12.9,,KG,F,7918,'3rd Ave',,SEC-408,,Y,8.0,19.0,,,0,Gray-Silver,T
NY,2015-01-19,38,SDN,HONDA,2015.42,62.0,352956.0,10.38,,KG,F,6821,'20th Ave',,SEC-408,,Y,9.0,19.0,,2007.0,0,Gray-Silver,T
NY,2015-04-04,38,SUBN,JEEP,,23.0,352009.0,8.52,,NYC,F,1936,'3rd Ave',,SEC-408,,Y,8.0,19.0,,2009.0,0,Gray-Silver,T
NY,2015-02-10,21,SDN,HONDA,2015.92,112.0,361383.0,7.1,,QN,O,108-22,'Queens Blvd',,SEC-408,,Y,7.0,7.5,,2007.0,0,Gray-Silver,T
NY,2017-06-16,21,VAN,FORD,2018.58,20.0,358573.0,10.07,,NYC,F,50,'W 72nd St',,SEC-408,,'Y  Y',9.0,10.5,,1998.0,0,Gray-Silver,T
NY,2016-08-24,20,SUBN,FORD,2016.83,1.0,356255.0,11.55,10.7,NYC,F,105,'Sullivan St',,SEC-408,,YYYYY,8.0,17.0,,2001.0,0,Gray-Silver,T
NY,2017-04-25,14,SDN,HONDA,2018.73,70.0,365310.0,12.25,,KG,I,S,'Dorchester Rd',,SEC-408,,YYYYYYY,,,,2002.0,0,Gray-Silver,T
NY,2015-01-07,71,SDN,ACURA,2015.5,45.0,358910.0,15.55,,BX,F,3283,'Bruckner Blvd',,SEC-408,,YYYYYYY,,,,2004.0,0,Gray-Silver,T
NY,2014-11-11,37,SUBN,HONDA,2015.92,70.0,361032.0,13.77,17.18,KG,F,1385,'Coney Island Ave',,SEC-408,,YYYYY,8.0,19.0,,2010.0,0,Gray-Silver,T
NY,2015-06-19,21,SUBN,CHEVR,2016.84,110.0,354032.0,9.23,,QN,F,69-18,'Woodside Ave',,SEC-408,,Y,9.0,10.5,,1998.0,0,Gray-Silver,T
CT,2016-07-02,14,SUBN,HONDA,,45.0,331666.0,23.85,,BX,I,N,'Erskine Pl',,SEC-408,,YYYYYYY,,,,,0,Gray-Silver,T
